Date,Day,Time_Slot,Environment,Location,Connected_Devices,Download_Mbps_per_Device,Upload_Mbps_per_Device,Aggregate_Download_Mbps,Latency_ms,Signal_Strength_dBm,Dominant_Protocol,Packet_Loss_Percent
08-03-2024,Friday,04:00-06:00,Academic,Classroom Block,27,2.78,0.96,76.89,14.8,-46.4,Cloud Sync,0.76
08-03-2024,Friday,06:00-08:00,Academic,Classroom Block,11,3.65,1.26,40.5,8.4,-44.6,HTTP/HTTPS,0.68
08-03-2024,Friday,08:00-10:00,Academic,Classroom Block,441,0.55,0.12,399.95,77.2,-49.3,Remote Desktop,1.16
08-03-2024,Friday,10:00-12:00,Academic,Classroom Block,433,0.55,0.13,390.3,86.1,-54.5,HTTP/HTTPS,1.53
08-03-2024,Friday,12:00-14:00,Academic,Classroom Block,439,0.53,0.16,384.34,88.7,-58.3,Remote Desktop,1.83
08-03-2024,Friday,14:00-16:00,Academic,Classroom Block,404,0.6,0.19,379.06,85.9,-58.6,Cloud Sync,2.03
08-03-2024,Friday,16:00-18:00,Academic,Classroom Block,16,1.93,0.5,31.41,8.6,-56.3,HTTP/HTTPS,1.7
08-03-2024,Friday,18:00-20:00,Academic,Classroom Block,19,2.89,0.81,55.89,12.6,-52.3,Social Media,1.45
08-03-2024,Friday,20:00-22:00,Academic,Classroom Block,19,2.46,0.76,47.5,12.8,-53.6,VoIP,1.24
08-03-2024,Friday,22:00-00:00,Academic,Classroom Block,27,2.75,0.91,76.15,4.9,-52.5,Cloud Sync,1.09
09-03-2024,Saturday,00:00-02:00,Academic,Classroom Block,3,2.04,0.46,6.14,8.5,-51.1,Remote Desktop,0.93
09-03-2024,Saturday,02:00-04:00,Academic,Classroom Block,2,2.5,0.7,5,10.7,-52.1,Social Media,0.81
09-03-2024,Saturday,04:00-06:00,Academic,Classroom Block,2,2.5,0.57,5,8.8,-51.1,Gaming,0.71
09-03-2024,Saturday,06:00-08:00,Academic,Classroom Block,3,2.06,0.53,6.2,16.1,-50.3,Cloud Sync,0.63
09-03-2024,Saturday,08:00-10:00,Academic,Classroom Block,44,2.72,0.89,124.54,15.6,-51.7,Social Media,0.62
09-03-2024,Saturday,10:00-12:00,Academic,Classroom Block,54,2.55,0.67,144.96,14,-50.4,HTTP/HTTPS,0.62
09-03-2024,Saturday,12:00-14:00,Academic,Classroom Block,42,2.45,0.72,107.07,14.3,-48.2,Social Media,0.61
09-03-2024,Saturday,14:00-16:00,Academic,Classroom Block,42,2.37,0.65,103.48,11.1,-47.5,Cloud Sync,0.6
09-03-2024,Saturday,16:00-18:00,Academic,Classroom Block,2,4.4,1.19,8.81,10,-46.3,HTTP/HTTPS,0.54
09-03-2024,Saturday,18:00-20:00,Academic,Classroom Block,2,8.27,1.86,16.57,13.7,-48.9,Remote Desktop,0.5
09-03-2024,Saturday,20:00-22:00,Academic,Classroom Block,3,4.29,1.06,12.92,4.9,-47.8,Remote Desktop,0.46
09-03-2024,Saturday,22:00-00:00,Academic,Classroom Block,2,8.51,1.86,17.05,10.9,-46.8,Cloud Sync,0.43
10-03-2024,Sunday,00:00-02:00,Academic,Classroom Block,3,4.49,1.29,13.51,5,-44.8,Cloud Sync,0.41
10-03-2024,Sunday,02:00-04:00,Academic,Classroom Block,3,2.07,0.57,6.21,5.6,-47.3,HTTP/HTTPS,0.39
10-03-2024,Sunday,04:00-06:00,Academic,Classroom Block,2,6.47,1.89,12.97,4,-43.8,Social Media,0.38
10-03-2024,Sunday,06:00-08:00,Academic,Classroom Block,1,14.45,3.84,14.46,4,-50.1,Cloud Sync,0.36
10-03-2024,Sunday,08:00-10:00,Academic,Classroom Block,49,2.64,0.62,135.25,10.7,-48.8,Cloud Sync,0.41
10-03-2024,Sunday,10:00-12:00,Academic,Classroom Block,49,2.64,0.91,135.51,16.7,-47,Cloud Sync,0.45
10-03-2024,Sunday,12:00-14:00,Academic,Classroom Block,44,2.38,0.57,108.96,8.5,-49.8,Cloud Sync,0.47
10-03-2024,Sunday,14:00-16:00,Academic,Classroom Block,50,2.39,0.76,125.06,8.8,-48,HTTP/HTTPS,0.5
10-03-2024,Sunday,16:00-18:00,Academic,Classroom Block,2,2.5,0.69,5,12.3,-45.9,HTTP/HTTPS,0.46
10-03-2024,Sunday,18:00-20:00,Academic,Classroom Block,3,1.66,0.52,5,8.2,-45,HTTP/HTTPS,0.44
10-03-2024,Sunday,20:00-22:00,Academic,Classroom Block,4,4.13,0.9,16.59,15.5,-47.8,Video Streaming,0.41
10-03-2024,Sunday,22:00-00:00,Academic,Classroom Block,1,5,1.62,5,9.3,-49.6,Social Media,0.39
11-03-2024,Monday,00:00-02:00,Academic,Classroom Block,22,2.99,0.67,67.09,9.8,-48.1,HTTP/HTTPS,0.4
11-03-2024,Monday,02:00-04:00,Academic,Classroom Block,17,3.56,1.09,61.46,7.8,-49.5,HTTP/HTTPS,0.4
11-03-2024,Monday,04:00-06:00,Academic,Classroom Block,24,3.46,0.72,84.85,11.4,-50.7,Video Streaming,0.41
11-03-2024,Monday,06:00-08:00,Academic,Classroom Block,18,3.59,1.01,65.63,16.9,-51.9,Cloud Sync,0.41
11-03-2024,Monday,08:00-10:00,Academic,Classroom Block,438,0.54,0.16,393.22,88,-59,Cloud Sync,0.94
11-03-2024,Monday,10:00-12:00,Academic,Classroom Block,431,0.54,0.16,382.79,97.1,-58.2,HTTP/HTTPS,1.35
11-03-2024,Monday,12:00-14:00,Academic,Classroom Block,424,0.57,0.17,388.22,85.5,-56.9,HTTP/HTTPS,1.67
11-03-2024,Monday,14:00-16:00,Academic,Classroom Block,396,0.62,0.16,379.21,86.1,-59,Cloud Sync,1.89
11-03-2024,Monday,16:00-18:00,Academic,Classroom Block,22,2.55,0.57,57.17,10.4,-55.6,Video Streaming,1.6
11-03-2024,Monday,18:00-20:00,Academic,Classroom Block,21,3.22,0.94,68.98,12.3,-55.7,Cloud Sync,1.37
11-03-2024,Monday,20:00-22:00,Academic,Classroom Block,22,3.13,0.75,70.25,4,-53.6,HTTP/HTTPS,1.18
11-03-2024,Monday,22:00-00:00,Academic,Classroom Block,19,3.19,0.94,61.72,14.4,-53.2,Cloud Sync,1.03
12-03-2024,Tuesday,00:00-02:00,Academic,Classroom Block,21,3.33,0.83,71.26,18.5,-53.1,Cloud Sync,0.91
12-03-2024,Tuesday,02:00-04:00,Academic,Classroom Block,19,3.01,0.63,58.27,9.5,-51.4,Cloud Sync,0.81
12-03-2024,Tuesday,04:00-06:00,Academic,Classroom Block,19,2.59,0.86,50.07,12.1,-54.4,HTTP/HTTPS,0.73
12-03-2024,Tuesday,06:00-08:00,Academic,Classroom Block,21,2.77,0.77,59.22,8.6,-52.7,Social Media,0.67
12-03-2024,Tuesday,08:00-10:00,Academic,Classroom Block,413,0.59,0.12,389.25,83.8,-53.7,Remote Desktop,1.11
12-03-2024,Tuesday,10:00-12:00,Academic,Classroom Block,442,0.54,0.14,393.6,91,-55,Social Media,1.5
12-03-2024,Tuesday,12:00-14:00,Academic,Classroom Block,431,0.55,0.13,388.23,86.2,-55.7,VoIP,1.8
12-03-2024,Tuesday,14:00-16:00,Academic,Classroom Block,410,0.59,0.15,384.94,80.1,-58.3,HTTP/HTTPS,2.01
12-03-2024,Tuesday,16:00-18:00,Academic,Classroom Block,24,2.68,0.79,65.71,8.7,-58.4,Cloud Sync,1.7
12-03-2024,Tuesday,18:00-20:00,Academic,Classroom Block,18,3.11,0.85,56.83,9.9,-56.5,Cloud Sync,1.44
12-03-2024,Tuesday,20:00-22:00,Academic,Classroom Block,21,3.3,1.01,70.7,9.5,-50.4,Social Media,1.24
12-03-2024,Tuesday,22:00-00:00,Academic,Classroom Block,19,2.88,0.87,55.7,12.1,-50.6,Social Media,1.08
13-03-2024,Wednesday,00:00-02:00,Academic,Classroom Block,18,2.36,0.54,43.16,9.1,-50,Remote Desktop,0.94
13-03-2024,Wednesday,02:00-04:00,Academic,Classroom Block,20,2.5,0.67,51,14.9,-48.6,Remote Desktop,0.84
13-03-2024,Wednesday,04:00-06:00,Academic,Classroom Block,23,2.86,0.8,67.21,11.3,-49.4,VoIP,0.76
13-03-2024,Wednesday,06:00-08:00,Academic,Classroom Block,23,2.66,0.68,62.55,14.2,-47.5,Gaming,0.7
13-03-2024,Wednesday,08:00-10:00,Academic,Classroom Block,441,0.51,0.16,374.26,93.4,-51.2,Video Streaming,1.17
13-03-2024,Wednesday,10:00-12:00,Academic,Classroom Block,421,0.55,0.15,374.37,95.7,-53.6,Cloud Sync,1.52
13-03-2024,Wednesday,12:00-14:00,Academic,Classroom Block,408,0.59,0.2,382.56,87.5,-54.4,Cloud Sync,1.79
13-03-2024,Wednesday,14:00-16:00,Academic,Classroom Block,406,0.58,0.19,369.9,80.4,-54.8,Gaming,2
13-03-2024,Wednesday,16:00-18:00,Academic,Classroom Block,22,2.54,0.61,56.99,15,-53.6,HTTP/HTTPS,1.69
13-03-2024,Wednesday,18:00-20:00,Academic,Classroom Block,20,2.58,0.74,52.48,15.2,-51.9,HTTP/HTTPS,1.43
13-03-2024,Wednesday,20:00-22:00,Academic,Classroom Block,18,3.16,0.69,57.81,21.1,-53,HTTP/HTTPS,1.23
13-03-2024,Wednesday,22:00-00:00,Academic,Classroom Block,20,2.86,0.88,58.33,13.1,-53.1,Cloud Sync,1.07
14-03-2024,Thursday,00:00-02:00,Academic,Classroom Block,19,3.28,1.09,63.34,13.5,-50.4,Cloud Sync,0.94
14-03-2024,Thursday,02:00-04:00,Academic,Classroom Block,29,2.66,0.66,79.31,15.6,-52.7,HTTP/HTTPS,4.4
14-03-2024,Thursday,04:00-06:00,Academic,Classroom Block,23,2.74,0.59,64.36,7.9,-51.2,Video Streaming,0.77
14-03-2024,Thursday,06:00-08:00,Academic,Classroom Block,19,2.79,0.7,53.85,13,-48.5,Video Streaming,0.7
14-03-2024,Thursday,08:00-10:00,Academic,Classroom Block,419,0.57,0.13,386.17,92.6,-52.5,Cloud Sync,1.14
14-03-2024,Thursday,10:00-12:00,Academic,Classroom Block,416,0.57,0.17,379.73,86.7,-56.5,HTTP/HTTPS,1.49
14-03-2024,Thursday,12:00-14:00,Academic,Classroom Block,438,0.54,0.17,388.22,92.6,-57,HTTP/HTTPS,1.8
14-03-2024,Thursday,14:00-16:00,Academic,Classroom Block,442,0.51,0.13,377.64,92.5,-56.7,Cloud Sync,2.05
14-03-2024,Thursday,16:00-18:00,Academic,Classroom Block,18,2.41,0.77,44.11,7.8,-56.3,HTTP/HTTPS,1.73
14-03-2024,Thursday,18:00-20:00,Academic,Classroom Block,18,2.67,0.79,48.9,10.2,-54.1,HTTP/HTTPS,1.46
14-03-2024,Thursday,20:00-22:00,Academic,Classroom Block,21,2.73,0.75,58.43,14,-52.7,Cloud Sync,1.26
14-03-2024,Thursday,22:00-00:00,Academic,Classroom Block,20,3.01,0.93,61.37,10.3,-51,Cloud Sync,1.09
15-03-2024,Friday,00:00-02:00,Academic,Classroom Block,19,2.76,0.95,53.36,11.2,-51,Remote Desktop,0.96
15-03-2024,Friday,02:00-04:00,Academic,Classroom Block,22,3.05,0.66,68.42,8.7,-48.1,Cloud Sync,0.85
15-03-2024,Friday,04:00-06:00,Academic,Classroom Block,17,2.81,0.65,48.57,6.4,-45.4,Video Streaming,0.76
15-03-2024,Friday,06:00-08:00,Academic,Classroom Block,23,3.1,0.86,72.73,14.3,-43.4,Gaming,0.7
15-03-2024,Friday,08:00-10:00,Academic,Classroom Block,425,0.56,0.19,385.84,91.8,-45.4,Remote Desktop,1.15
15-03-2024,Friday,10:00-12:00,Academic,Classroom Block,412,0.58,0.12,378.32,72.1,-53.6,HTTP/HTTPS,1.5
15-03-2024,Friday,12:00-14:00,Academic,Classroom Block,419,0.56,0.13,375.09,91.4,-53.6,Video Streaming,1.78
15-03-2024,Friday,14:00-16:00,Academic,Classroom Block,436,0.53,0.14,383.66,95.4,-55.8,Remote Desktop,2.03
15-03-2024,Friday,16:00-18:00,Academic,Classroom Block,19,3.32,0.71,64.17,10.2,-56,Cloud Sync,1.71
15-03-2024,Friday,18:00-20:00,Academic,Classroom Block,24,2.61,0.86,64.12,7.9,-50,HTTP/HTTPS,1.46
15-03-2024,Friday,20:00-22:00,Academic,Classroom Block,24,3.02,0.93,74.05,4,-50.1,Cloud Sync,1.25
15-03-2024,Friday,22:00-00:00,Academic,Classroom Block,22,3.32,0.96,74.51,13,-48.9,Cloud Sync,1.09
16-03-2024,Saturday,00:00-02:00,Academic,Classroom Block,2,4.75,1.1,9.53,4,-49.8,HTTP/HTTPS,6.99
16-03-2024,Saturday,02:00-04:00,Academic,Classroom Block,2,6.8,2.14,13.62,6.7,-49.4,Remote Desktop,0.81
16-03-2024,Saturday,04:00-06:00,Academic,Classroom Block,3,4.72,1.64,14.2,10.8,-48.7,Social Media,0.71
16-03-2024,Saturday,06:00-08:00,Academic,Classroom Block,2,2.5,0.55,5,9.2,-45.9,HTTP/HTTPS,0.63
16-03-2024,Saturday,08:00-10:00,Academic,Classroom Block,47,2.42,0.57,118.66,18.6,-49,Video Streaming,0.62
16-03-2024,Saturday,10:00-12:00,Academic,Classroom Block,38,3.04,0.99,119.49,9.7,-51.3,Cloud Sync,0.61
16-03-2024,Saturday,12:00-14:00,Academic,Classroom Block,43,2.93,0.72,130.88,4.6,-50.1,Cloud Sync,0.6
16-03-2024,Saturday,14:00-16:00,Academic,Classroom Block,35,2.79,0.84,100.84,9.8,-47.9,Cloud Sync,0.58
16-03-2024,Saturday,16:00-18:00,Academic,Classroom Block,3,6.57,1.99,19.77,8.3,-47.8,Remote Desktop,0.53
16-03-2024,Saturday,18:00-20:00,Academic,Classroom Block,2,4.72,1.58,9.45,17.4,-49.3,Cloud Sync,0.49
16-03-2024,Saturday,20:00-22:00,Academic,Classroom Block,1,5,1.75,5,20.5,-50.6,HTTP/HTTPS,0.45
16-03-2024,Saturday,22:00-00:00,Academic,Classroom Block,1,9.06,2.37,9.07,11.5,-50.3,HTTP/HTTPS,3.03
17-03-2024,Sunday,00:00-02:00,Academic,Classroom Block,1,8.42,1.79,8.42,4,-51.4,HTTP/HTTPS,0.4
17-03-2024,Sunday,02:00-04:00,Academic,Classroom Block,1,5,1.55,5,4,-50.9,Cloud Sync,0.38
17-03-2024,Sunday,04:00-06:00,Academic,Classroom Block,1,9.67,2.52,9.68,11.8,-48.5,Cloud Sync,0.37
17-03-2024,Sunday,06:00-08:00,Academic,Classroom Block,1,7.64,2.13,7.65,5.9,-45.2,Cloud Sync,0.35
17-03-2024,Sunday,08:00-10:00,Academic,Classroom Block,39,2.81,0.79,113.64,4,-49.7,HTTP/HTTPS,0.39
17-03-2024,Sunday,10:00-12:00,Academic,Classroom Block,47,2.55,0.73,125.14,11.4,-50.9,Cloud Sync,0.43
17-03-2024,Sunday,12:00-14:00,Academic,Classroom Block,33,2.74,0.57,93.05,15.8,-51.1,HTTP/HTTPS,0.45
17-03-2024,Sunday,14:00-16:00,Academic,Classroom Block,40,2.38,0.81,98.57,10,-52.9,Social Media,0.47
17-03-2024,Sunday,16:00-18:00,Academic,Classroom Block,2,2.5,0.6,5,4.4,-52.3,Cloud Sync,0.44
17-03-2024,Sunday,18:00-20:00,Academic,Classroom Block,1,5,1.57,5,11.1,-53.9,VoIP,0.41
17-03-2024,Sunday,20:00-22:00,Academic,Classroom Block,2,2.5,0.8,5,15.9,-49,Cloud Sync,0.39
17-03-2024,Sunday,22:00-00:00,Academic,Classroom Block,2,2.5,0.75,5,9.7,-48,Remote Desktop,0.38
18-03-2024,Monday,00:00-02:00,Academic,Classroom Block,25,2.35,0.54,60.04,18.5,-49.1,HTTP/HTTPS,0.39
18-03-2024,Monday,02:00-04:00,Academic,Classroom Block,15,2.39,0.7,36.35,17.4,-46.7,HTTP/HTTPS,0.39
18-03-2024,Monday,04:00-06:00,Academic,Classroom Block,21,2.73,0.55,58.48,12.3,-46.2,Cloud Sync,0.4
18-03-2024,Monday,06:00-08:00,Academic,Classroom Block,17,2.59,0.8,44.68,15,-46.4,Video Streaming,0.4
18-03-2024,Monday,08:00-10:00,Academic,Classroom Block,417,0.58,0.19,386.56,91.2,-50.7,Cloud Sync,0.9
18-03-2024,Monday,10:00-12:00,Academic,Classroom Block,415,0.59,0.12,391.07,90.7,-54.1,Social Media,1.3
18-03-2024,Monday,12:00-14:00,Academic,Classroom Block,433,0.56,0.13,397.51,92,-51.7,Cloud Sync,1.64
18-03-2024,Monday,14:00-16:00,Academic,Classroom Block,419,0.57,0.17,381.72,81.8,-54.7,HTTP/HTTPS,1.9
18-03-2024,Monday,16:00-18:00,Academic,Classroom Block,21,2.44,0.52,52.19,9,-56.7,Cloud Sync,1.6
18-03-2024,Monday,18:00-20:00,Academic,Classroom Block,21,2.78,0.56,59.61,14.2,-51.2,Social Media,1.37
18-03-2024,Monday,20:00-22:00,Academic,Classroom Block,25,2.85,0.73,72.98,7.8,-52.7,Cloud Sync,1.19
18-03-2024,Monday,22:00-00:00,Academic,Classroom Block,21,2.74,0.9,58.72,5.7,-52.9,HTTP/HTTPS,1.04
19-03-2024,Tuesday,00:00-02:00,Academic,Classroom Block,25,2.89,1.01,74.02,10.1,-48.5,Cloud Sync,0.92
19-03-2024,Tuesday,02:00-04:00,Academic,Classroom Block,19,2.91,0.59,56.23,13.8,-47.3,VoIP,0.82
19-03-2024,Tuesday,04:00-06:00,Academic,Classroom Block,21,2.79,0.71,59.79,14.3,-48.3,HTTP/HTTPS,0.74
19-03-2024,Tuesday,06:00-08:00,Academic,Classroom Block,18,3.21,1.05,58.72,6.7,-45.7,Remote Desktop,0.68
19-03-2024,Tuesday,08:00-10:00,Academic,Classroom Block,441,0.53,0.18,386.8,77.9,-48.4,Cloud Sync,1.15
19-03-2024,Tuesday,10:00-12:00,Academic,Classroom Block,436,0.55,0.11,391.19,89.6,-50.8,HTTP/HTTPS,1.53
19-03-2024,Tuesday,12:00-14:00,Academic,Classroom Block,402,0.62,0.12,387.71,80.3,-54.6,Remote Desktop,7.57
19-03-2024,Tuesday,14:00-16:00,Academic,Classroom Block,425,0.57,0.17,390.37,77.6,-55.2,HTTP/HTTPS,2.02
19-03-2024,Tuesday,16:00-18:00,Academic,Classroom Block,21,3.04,0.65,65.04,12.1,-53.5,VoIP,1.7
19-03-2024,Tuesday,18:00-20:00,Academic,Classroom Block,25,2.9,0.89,74.09,13.3,-51.3,Remote Desktop,1.45
19-03-2024,Tuesday,20:00-22:00,Academic,Classroom Block,18,2.91,1.01,53.2,12.9,-46,HTTP/HTTPS,1.24
19-03-2024,Tuesday,22:00-00:00,Academic,Classroom Block,25,2.87,0.64,73.51,16.7,-46.9,HTTP/HTTPS,1.09
20-03-2024,Wednesday,00:00-02:00,Academic,Classroom Block,20,2.63,0.81,53.57,5.9,-44.5,Cloud Sync,0.95
20-03-2024,Wednesday,02:00-04:00,Academic,Classroom Block,24,2.99,0.97,73.44,18.6,-46.4,Cloud Sync,0.85
20-03-2024,Wednesday,04:00-06:00,Academic,Classroom Block,16,3.21,0.68,52.16,6.6,-45.7,HTTP/HTTPS,0.76
20-03-2024,Wednesday,06:00-08:00,Academic,Classroom Block,21,3.28,1.11,70.1,13.7,-50.1,Cloud Sync,0.7
20-03-2024,Wednesday,08:00-10:00,Academic,Classroom Block,431,0.54,0.13,379.89,83.8,-50.7,HTTP/HTTPS,1.16
20-03-2024,Wednesday,10:00-12:00,Academic,Classroom Block,418,0.56,0.18,378.07,86.6,-51.4,HTTP/HTTPS,1.51
20-03-2024,Wednesday,12:00-14:00,Academic,Classroom Block,422,0.57,0.15,389.68,87.8,-53.6,Cloud Sync,1.79
20-03-2024,Wednesday,14:00-16:00,Academic,Classroom Block,405,0.61,0.12,391.21,71.9,-55.1,Gaming,6.79
20-03-2024,Wednesday,16:00-18:00,Academic,Classroom Block,23,3.28,1.08,77.15,18.5,-54.7,Cloud Sync,1.69
20-03-2024,Wednesday,18:00-20:00,Academic,Classroom Block,25,2.9,0.84,74.21,11.3,-51.2,Cloud Sync,1.44
20-03-2024,Wednesday,20:00-22:00,Academic,Classroom Block,23,3.08,0.9,72.36,7.6,-51.3,Cloud Sync,1.24
20-03-2024,Wednesday,22:00-00:00,Academic,Classroom Block,23,2.73,0.95,64.11,10.5,-54.9,Cloud Sync,1.08
21-03-2024,Thursday,00:00-02:00,Academic,Classroom Block,21,2.64,0.79,56.49,9.5,-53.8,HTTP/HTTPS,0.95
21-03-2024,Thursday,02:00-04:00,Academic,Classroom Block,19,2.66,0.58,51.42,18.6,-52.4,Social Media,0.85
21-03-2024,Thursday,04:00-06:00,Academic,Classroom Block,22,2.6,0.64,58.47,17.9,-48.9,Cloud Sync,0.76
21-03-2024,Thursday,06:00-08:00,Academic,Classroom Block,19,2.66,0.69,51.36,16.6,-47,Cloud Sync,0.7
21-03-2024,Thursday,08:00-10:00,Academic,Classroom Block,415,0.57,0.14,376.98,96.2,-49.9,Cloud Sync,1.13
21-03-2024,Thursday,10:00-12:00,Academic,Classroom Block,427,0.54,0.15,375.19,83.9,-52.1,Cloud Sync,1.5
21-03-2024,Thursday,12:00-14:00,Academic,Classroom Block,424,0.55,0.16,375.16,81,-55.3,Remote Desktop,6.1
21-03-2024,Thursday,14:00-16:00,Academic,Classroom Block,391,0.6,0.17,364.73,72.5,-53.4,Social Media,1.98
21-03-2024,Thursday,16:00-18:00,Academic,Classroom Block,21,2.63,0.83,56.34,21.9,-49.9,Cloud Sync,1.67
21-03-2024,Thursday,18:00-20:00,Academic,Classroom Block,25,2.69,0.92,68.71,14.7,-47.1,Cloud Sync,1.43
21-03-2024,Thursday,20:00-22:00,Academic,Classroom Block,22,2.64,0.65,59.33,10.5,-50.6,Cloud Sync,1.23
21-03-2024,Thursday,22:00-00:00,Academic,Classroom Block,16,2.49,0.5,40.4,10.7,-52.5,Cloud Sync,1.06
22-03-2024,Friday,00:00-02:00,Academic,Classroom Block,18,2.6,0.54,47.55,15,-51.3,HTTP/HTTPS,0.93
22-03-2024,Friday,02:00-04:00,Academic,Classroom Block,21,2.93,0.6,62.63,14.3,-46.4,HTTP/HTTPS,0.83
22-03-2024,Friday,04:00-06:00,Academic,Classroom Block,28,2.68,0.81,76.98,16,-48.8,Cloud Sync,0.76
22-03-2024,Friday,06:00-08:00,Academic,Classroom Block,21,2.68,0.81,57.38,14.3,-49.5,Remote Desktop,0.7
22-03-2024,Friday,08:00-10:00,Academic,Classroom Block,405,0.61,0.17,386.27,84.7,-53.1,Remote Desktop,1.12
22-03-2024,Friday,10:00-12:00,Academic,Classroom Block,414,0.58,0.15,380.66,80,-50.9,Cloud Sync,1.48
22-03-2024,Friday,12:00-14:00,Academic,Classroom Block,428,0.55,0.12,380.29,87.7,-51.3,Cloud Sync,1.78
22-03-2024,Friday,14:00-16:00,Academic,Classroom Block,421,0.57,0.14,384.53,84.8,-54.2,HTTP/HTTPS,2.01
22-03-2024,Friday,16:00-18:00,Academic,Classroom Block,18,2.26,0.49,41.39,9.2,-54.6,Social Media,1.69
22-03-2024,Friday,18:00-20:00,Academic,Classroom Block,18,2.5,0.7,45.75,13.3,-57.6,HTTP/HTTPS,1.43
22-03-2024,Friday,20:00-22:00,Academic,Classroom Block,17,2.98,0.6,51.39,5.3,-56.4,Cloud Sync,1.23
22-03-2024,Friday,22:00-00:00,Academic,Classroom Block,18,2.91,0.91,53.29,18.4,-54.8,HTTP/HTTPS,1.06
23-03-2024,Saturday,00:00-02:00,Academic,Classroom Block,2,2.5,0.81,5,7.9,-55,VoIP,0.91
23-03-2024,Saturday,02:00-04:00,Academic,Classroom Block,2,2.5,0.85,5,15,-54.5,Cloud Sync,0.79
23-03-2024,Saturday,04:00-06:00,Academic,Classroom Block,2,2.5,0.7,5,4,-51.6,HTTP/HTTPS,0.7
23-03-2024,Saturday,06:00-08:00,Academic,Classroom Block,4,1.25,0.31,5,6.4,-49.6,HTTP/HTTPS,0.62
23-03-2024,Saturday,08:00-10:00,Academic,Classroom Block,35,2.55,0.67,92.09,10.4,-54.9,Cloud Sync,4.13
23-03-2024,Saturday,10:00-12:00,Academic,Classroom Block,47,2.41,0.73,118.27,12.8,-55.9,Cloud Sync,0.6
23-03-2024,Saturday,12:00-14:00,Academic,Classroom Block,40,2.35,0.79,97.59,16,-54.2,HTTP/HTTPS,0.59
23-03-2024,Saturday,14:00-16:00,Academic,Classroom Block,42,2.32,0.79,101.15,14.1,-52,Cloud Sync,3.78
23-03-2024,Saturday,16:00-18:00,Academic,Classroom Block,2,2.5,0.55,5,8.1,-52,Cloud Sync,0.53
23-03-2024,Saturday,18:00-20:00,Academic,Classroom Block,2,2.5,0.73,5,7.7,-55.3,Cloud Sync,0.49
23-03-2024,Saturday,20:00-22:00,Academic,Classroom Block,2,2.5,0.73,5,4,-53.5,Social Media,0.45
23-03-2024,Saturday,22:00-00:00,Academic,Classroom Block,1,5,1.03,5,17.1,-53.2,Cloud Sync,0.42
24-03-2024,Sunday,00:00-02:00,Academic,Classroom Block,2,2.55,0.77,5.11,4,-48.3,Cloud Sync,0.4
24-03-2024,Sunday,02:00-04:00,Academic,Classroom Block,3,3.81,0.89,11.46,15.8,-43.6,Cloud Sync,0.38
24-03-2024,Sunday,04:00-06:00,Academic,Classroom Block,1,5,1.2,5,16.9,-48,Cloud Sync,0.37
24-03-2024,Sunday,06:00-08:00,Academic,Classroom Block,2,5.44,1.17,10.9,10.6,-49.2,HTTP/HTTPS,0.36
24-03-2024,Sunday,08:00-10:00,Academic,Classroom Block,40,2.69,0.66,111.74,18.9,-49.1,Remote Desktop,0.4
24-03-2024,Sunday,10:00-12:00,Academic,Classroom Block,41,2.47,0.82,105.02,18.4,-50.5,HTTP/HTTPS,0.43
24-03-2024,Sunday,12:00-14:00,Academic,Classroom Block,40,2.82,0.96,117.13,8.5,-48.2,HTTP/HTTPS,0.45
24-03-2024,Sunday,14:00-16:00,Academic,Classroom Block,36,2.73,0.94,101.45,9.9,-46.5,HTTP/HTTPS,0.47
24-03-2024,Sunday,16:00-18:00,Academic,Classroom Block,3,6.28,2.01,18.9,12.1,-46.1,Remote Desktop,0.44
24-03-2024,Sunday,18:00-20:00,Academic,Classroom Block,2,3.66,1.08,7.34,15,-49.8,HTTP/HTTPS,0.41
24-03-2024,Sunday,20:00-22:00,Academic,Classroom Block,1,7.01,1.9,7.02,4,-50.5,Video Streaming,6.56
24-03-2024,Sunday,22:00-00:00,Academic,Classroom Block,1,5,1.15,5,17.7,-47.7,Social Media,0.37
25-03-2024,Monday,00:00-02:00,Academic,Classroom Block,24,2.38,0.64,58.26,16.1,-47.9,Cloud Sync,0.39
25-03-2024,Monday,02:00-04:00,Academic,Classroom Block,21,2.73,0.74,58.48,5.2,-50.6,Remote Desktop,0.4
25-03-2024,Monday,04:00-06:00,Academic,Classroom Block,16,3.07,0.63,49.8,11.2,-50.3,Cloud Sync,0.4
25-03-2024,Monday,06:00-08:00,Academic,Classroom Block,26,3,0.98,79.81,12.7,-48.5,HTTP/HTTPS,0.41
25-03-2024,Monday,08:00-10:00,Academic,Classroom Block,412,0.59,0.19,387.53,83.7,-52.4,Cloud Sync,0.9
25-03-2024,Monday,10:00-12:00,Academic,Classroom Block,439,0.56,0.13,405.59,89,-55.7,Cloud Sync,1.33
25-03-2024,Monday,12:00-14:00,Academic,Classroom Block,423,0.58,0.12,394.59,85.1,-57.3,HTTP/HTTPS,1.65
25-03-2024,Monday,14:00-16:00,Academic,Classroom Block,422,0.56,0.14,382.28,87.2,-57.7,Cloud Sync,1.91
25-03-2024,Monday,16:00-18:00,Academic,Classroom Block,25,2.73,0.95,69.79,11.3,-55.8,Video Streaming,1.62
25-03-2024,Monday,18:00-20:00,Academic,Classroom Block,24,2.73,0.64,66.97,11.2,-52.3,Cloud Sync,1.39
